hash,initial_buffer_time,Rebuffer_count,average_duration_of_stalling_event,mean(seqPSNR),averageWeightedBitrate,st_events_max,bitrate_pos_changes_count,bitrate_neg_changes_count,bitrate_max_pos_change,bitrate_max_neg_change,bitrate_mean_pos_change,bitrate_mean_neg_change,freq_of_st,Bitrate_switch_count,freq_of_sw,Rebuffer_percentage,Average_Bitrate_Swithcing_magnitude,Average_relative_Bitrate_Swithcing_magnitude,Ratio_on_highest_sequense_quality_layer,Ratio_on_minimum_sequense_quality_layer,Ratio_on_sequense_quality_layer_max_2,width_height,SI,TI,content,motion,Constant_bitrate,MOS
111,1.3,0,0,45.6387,5129.4,0,0,1,0,-1032,0,-1032,0,1,0.088495575,0,1032,-1032,0.2,0,1,2073600,44,68,nature,smooth motion,0,86.79169478
112,1.5,3,1.3444,42.6866,3700.8,2,0,2,0,-2379,0,-2223,0.193133462,2,0.128755641,0.287409234,2223,-2223,0.285036306,0,0.712590766,1209600,44,68,nature,smooth motion,0,59.28503215
113,1.2667,2,2.15,43.2206,4144.6,2.9333,0,2,0,-3993,0,-2529.5,0.128479382,2,0.128479382,0.300699301,2529.5,-2529.5,0.41958042,0,0.559440559,1363968,44,68,nature,smooth motion,0,61.5196611
114,1.2667,2,3.6,43.9181,4590,4.5333,0,2,0,-2379,0,-2223,0.108303054,2,0.108303054,0.418604651,2223,-2223,0.348837209,0,0.581395349,1612800,44,68,nature,smooth motion,0,62.65899539
115,1.2667,3,2.8333,44.7525,4795.6,4.5667,0,2,0,-2379,0,-1709,0.151770402,2,0.101180268,0.459459459,1709,-1709,0.324324324,0,0.540540541,1806336,44,68,nature,smooth motion,0,57.03208741
116,1.3,3,0.12222,46.3026,5955,0.2,0,0,0,0,0,0,0.257142122,0,0,0.035372877,0,0,0.964627123,0,0.964627123,2073600,44,68,nature,smooth motion,1,77.07829861
117,2.04,4,0.54,28.5837,223,0.68,0,0,0,0,0,0,0.281690141,0,0,0.177631579,0,0,0.822368421,0.822368421,0,76800,64,37,animals,camera motion,1,26.72750096
118,0.24,0,0,31.552,916.2,0,2,1,1195,-1195,976,-1195,0,3,0.29296875,0,1049,252.3333333,0.2,0.4,0.2,276480,64,37,animals,camera motion,0,53.75682358
119,0.24,0,0,30.9438,891.2,0,2,1,1827,-2584,1292,-2584,0,3,0.29296875,0,1722.666667,0,0.2,0.6,0.2,221184,64,37,animals,camera motion,0,45.52784779
120,1.2,0,0,30.2169,422.2,0,1,0,168,0,168,0,0,1,0.089285714,0,168,168,0.4,0,0,141810,64,37,animals,camera motion,0,52.22374329
121,2.36,0,0,31.184,614.4,0,0,1,0,-457,0,-457,0,1,0.080906149,0,457,-457,0.2,0,0,216411,64,37,animals,camera motion,0,60.14953481
122,1.56,1,0.04,33.3214,1329,0.04,1,1,955,-280,955,-280,0.086206897,2,0.172413793,0.003984064,617.5,337.5,0.597609562,0,0.597609562,304520,64,37,animals,camera motion,0,67.56996262
123,1.08,0,0,32.9502,1115,0,1,0,675,0,675,0,0,1,0.090252708,0,675,675,0.2,0,0.2,314880,64,37,animals,camera motion,0,72.65760922
124,1.08,1,0.44,34.412,1854.4,0.44,3,0,675,0,609,0,0.086805556,3,0.260416667,0.042145594,609,609,0.191570881,0,0.766283525,534528,64,37,animals,camera motion,0,68.71504089
125,0.68,0,0,34.7951,2062.4,0,2,0,1195,0,913.5,0,0,2,0.187265918,0,913.5,913.5,0.2,0,0.8,774144,64,37,animals,camera motion,0,70.58267265
126,2.2,2,0.92,34.3913,1832,1.4,1,1,675,-1195,675,-1195,0.142450142,2,0.142450142,0.155405405,935,-260,0.506756757,0,0.675675676,648960,64,37,animals,camera motion,0,62.91583015
127,0.68,0,0,34.441,448,0,2,1,446,-714,357,-714,0,3,0.280898876,0,476,0,0.2,0.6,0,133352,45,52,natue,smooth motion,0,39.18203869
128,1.24,0,0,36.58,848.2,0,3,0,621,0,405,0,0,3,0.266903915,0,405,405,0.2,0,0.2,244338,45,52,natue,smooth motion,0,64.72034443
129,2.12,0,0,35.398,527.6,0,0,1,0,-168,0,-168,0,1,0.082508251,0,168,-168,0.2,0,0,196608,45,52,natue,smooth motion,0,61.0142327
130,10.12,3,0.49333,33.457,358.8,1.04,0,1,0,-714,0,-714,0.138888889,1,0.046296296,0.128919861,714,-714,0.174216028,0.696864111,0,110592,45,52,natue,smooth motion,0,26.73297134
131,1.16,0,0,37.2329,930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307200,45,52,natue,smooth motion,1,65.65831692
132,1.04,0,0,38.2676,1426.8,0,1,0,621,0,621,0,0,1,0.09057971,0,621,621,0.8,0,0.8,337920,45,52,natue,smooth motion,0,74.80991035
133,1.16,0,0,39.3489,1724.6,0,3,0,621,0,551.6666667,0,0,3,0.268817204,0,551.6666667,551.6666667,0.2,0,0.8,534528,45,52,natue,smooth motion,0,82.02965326
134,1.28,0,0,39.3489,1724.6,0,3,0,621,0,551.6666667,0,0,3,0.265957447,0,551.6666667,551.6666667,0.2,0,0.8,534528,45,52,natue,smooth motion,0,84.8839799
135,0.52,1,1.12,41.7871,3210.8,1.12,1,0,2851,0,2851,0,0.085910653,1,0.085910653,0.100719424,2851,2851,0.71942446,0,0.71942446,1597440,45,52,natue,smooth motion,0,71.98755035
136,1.96,3,1.44,42.545,4558,2.04,0,2,0,-3633,0,-2333.5,0.184275184,2,0.122850123,0.301675978,2333.5,-2333.5,0.418994413,0,0.698324022,1378176,45,52,natue,smooth motion,0,64.61139426
137,0.26667,0,0,26.4105,860,0,2,0,803,0,747,0,0,2,0.194804562,0,747,747,0.1999994,0.3999988,0.1999994,202752,70,52,game,average motion,0,34.70136212
138,0.91667,0,0,26.0786,845.2,0,2,1,1283,-1949,1043,-1949,0,3,0.274808321,0,1345,45.66666667,0.1999994,0.3999988,0.1999994,231084,70,52,game,average motion,0,30.53165742
139,1.2333,0,0,26.5466,754,0,3,0,295,0,222,0,0,3,0.267063107,0,222,222,0.4,0,0,216411,70,52,game,average motion,0,46.05160229
140,1.4833,0,0,27.5276,1201.4,0,2,1,986,-691,838.5,-691,0,3,0.261248944,0,789.3333333,328.6666667,0.4,0,0.4,273420,70,52,game,average motion,0,50.82044985
141,0.5,2,1.6417,28.1613,1644.4,1.85,1,2,2215,-1229,2215,-960,0.145103132,3,0.217654698,0.247175024,1378.333333,98.33333333,0.150564995,0,0.451694985,393192,70,52,game,average motion,0,47.29739666
142,1.2667,0,0,27.5538,1181.2,0,1,0,691,0,691,0,0,1,0.088757134,0,691,691,0.2,0,0.2,314880,70,52,game,average motion,0,46.69994668
143,1.1333,0,0,28.9792,2205.8,0,3,0,691,0,640,0,0,3,0.269461885,0,640,640,0.4,0,0.8,648960,70,52,game,average motion,0,59.15518888
144,3.1333,1,1.4,28.8646,2089.2,1.4,2,2,592,-592,592,-592,0.068807497,4,0.275229989,0.122807018,592,0,0.526315789,0,0.877192982,658944,70,52,game,average motion,0,54.56219842
145,2.3833,4,1.725,30.2784,4140.6,2.7833,0,3,0,-2640,0,-1524,0.207433375,3,0.155575031,0.408284024,1524,-1524,0.118343195,0,0.591715976,1557504,70,52,game,average motion,0,55.52100638
146,1.9667,2,0.35,32.2879,6663.6,0.48333,1,1,1172,-1172,1172,-1172,0.157894321,2,0.157894321,0.065420561,1172,0,0.747663551,0,0.934579439,2073600,70,52,game,average motion,0,73.30576164
147,2.2,4,0.63333,30.6762,233,1.0667,0,0,0,0,0,0,0.271493827,0,0,0.202125538,0,0,0.797874462,0.797874462,0,76800,80,46,sports,average motion,1,12.13676399
148,0.63333,0,0,32.1925,452.2,0,2,1,476,-786,393,-786,0,3,0.282132546,0,524,0,0.2000006,0.6000018,0,133352,80,46,sports,average motion,0,28.73869522
149,0.9,0,0,33.0729,867,0,2,1,2174,-2672,1336,-2672,0,3,0.275229358,0,1781.333333,0,0.2,0.6,0.2,200200,80,46,sports,average motion,0,28.85566238
150,0.26667,0,0,33.7804,842.8,0,2,1,786,-691,738.5,-691,0,3,0.292206843,0,722.6666667,262,0.1999994,0.3999988,0.1999994,202752,80,46,sports,average motion,0,45.49456406
151,0.26667,0,0,34.2744,1090,0,2,1,1236,-545,1011,-545,0,3,0.292206843,0,855.6666667,492.3333333,0.1999994,0.3999988,0.3999988,283392,80,46,sports,average motion,0,35.48428043
152,0.26667,0,0,34.5567,1199,0,2,0,1236,0,1011,0,0,2,0.194804562,0,1011,1011,0.3999988,0.3999988,0.3999988,368640,80,46,sports,average motion,0,58.3282047
153,0.26667,0,0,33.3456,924.6,0,2,1,1886,-2672,1336,-2672,0,3,0.292206843,0,1781.333333,0,0.1999994,0.5999982,0.1999994,221184,80,46,sports,average motion,0,29.37416053
154,0.23333,0,0,34.7328,1329,0,2,1,1886,-650,1336,-650,0,3,0.293160564,0,1107.333333,674,0.2000006,0.4000012,0.4000012,368640,80,46,sports,average motion,0,45.15602755
155,0.26667,0,0,34.8816,1459,0,2,0,1886,0,1336,0,0,2,0.194804562,0,1336,1336,0.3999988,0.3999988,0.3999988,368640,80,46,sports,average motion,0,53.17946996
156,0.26667,0,0,35.1331,1737.2,0,3,0,1886,0,1354.333333,0,0,3,0.292206843,0,1354.333333,1354.333333,0.1999994,0.3999988,0.3999988,494592,80,46,sports,average motion,0,49.13861237
157,1.2,0,0,32.5155,439.2,0,1,0,173,0,173,0,0,1,0.089285714,0,173,173,0.4,0,0,141810,80,46,sports,average motion,0,40.75983627
158,1.2,0,0,34.0293,736.4,0,3,0,288,0,216.3333333,0,0,3,0.267857143,0,216.3333333,216.3333333,0.4,0,0,216411,80,46,sports,average motion,0,41.5601646
159,1.2,0,0,34.2687,874.6,0,4,0,691,0,335,0,0,4,0.357142857,0,335,335,0.2,0,0.2,222859,80,46,sports,average motion,0,42.63853157
160,1.2,2,3.6,35.8699,1556.6,6.7667,3,1,2362,-1195,1026.666667,-1195,0.108695652,4,0.217391304,0.418604651,1068.75,471.25,0.11627907,0,0.348837209,432530,80,46,sports,average motion,0,40.87920272
161,1.4,0,0,33.2911,543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196608,80,46,sports,average motion,1,36.85094632
162,6.6,4,0.59167,31.4225,332.6,0.83333,0,1,0,-498,0,-498,0.210895939,1,0.052723985,0.191376843,498,-498,0.161724631,0.646898526,0,95944,80,46,sports,average motion,0,20.06484801
163,1.9,0,0,33.5469,580.6,0,0,1,0,-188,0,-188,0,1,0.084033613,0,188,-188,0.2,0,0,196608,80,46,sports,average motion,0,43.44906032
164,1.4,1,0.83333,35.7468,1318.4,0.83333,1,0,979,0,979,0,0.081744092,1,0.081744092,0.076920237,979,979,0.553847858,0,0.553847858,280476,80,46,sports,average motion,0,45.50988827
165,0.86667,0,0,35.4251,1099.6,0,2,0,691,0,489.5,0,0,2,0.184048515,0,489.5,489.5,0.1999994,0,0.1999994,289800,80,46,sports,average motion,0,48.54585294
166,0.7,1,0.23333,36.2655,1514.2,0.23333,1,0,979,0,979,0,0.091463693,1,0.091463693,0.022801051,979,979,0.781761504,0,0.781761504,311880,80,46,sports,average motion,0,56.46096322
167,0.73333,0,0,36.5478,1623.2,0,2,0,979,0,762,0,0,2,0.186335982,0,762,762,0.2000006,0,0.8000024,401320,80,46,sports,average motion,0,64.13790611
168,0.56667,0,0,37.473,2080.2,0,2,0,1524,0,1087,0,0,2,0.189273851,0,1087,1087,0.1999994,0,0.7999976,734152,80,46,sports,average motion,0,69.7643054
169,0.46667,2,0.95,36.3802,1615,1.7333,1,2,2174,-1195,2174,-943,0.161724631,3,0.242586947,0.159665984,1353.333333,96,0.168066803,0,0.50420041,393192,80,46,sports,average motion,0,61.9202264
170,0.36667,0,0,38.6461,3304.8,0,2,0,2174,0,1782.5,0,0,2,0.192925425,0,1782.5,1782.5,0.5999982,0,0.7999976,1310680,80,46,sports,average motion,0,76.36819032
171,0.36667,1,0.1,38.1451,2748.4,0.1,1,1,3565,-1391,3565,-1391,0.095541097,2,0.191082194,0.009900961,2478,1087,0.198019214,0,0.792076855,907896,80,46,sports,average motion,0,71.72676622
172,0.33333,2,1.6667,38.5756,3304.8,2.5,1,1,3565,-1391,3565,-1391,0.146341106,2,0.146341106,0.250002062,2478,1087,0.449998763,0,0.59999835,1310680,80,46,sports,average motion,0,57.91183223
173,0.33333,0,0,39.322,4196.6,0,2,0,3565,0,2549.5,0,0,2,0.193549011,0,2549.5,2549.5,0.4000012,0,0.8000024,1539720,80,46,sports,average motion,0,75.67811613
174,0.33333,1,5.7333,39.5554,4503.4,5.7333,2,0,3565,0,2549.5,0,0.062240535,2,0.12448107,0.364408261,2549.5,2549.5,0.381355043,0,0.508473391,1539720,80,46,sports,average motion,0,60.02028731
175,1.0333,0,0,35.4109,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307200,80,46,sports,average motion,1,57.34929363
176,1.2,0,0,35.6503,1157.2,0,1,0,691,0,691,0,0,1,0.089285714,0,691,691,0.2,0,0.2,314880,80,46,sports,average motion,0,62.89368609
177,1.2,0,0,36.333,1674.4,0,1,0,3277,0,3277,0,0,1,0.089285714,0,3277,3277,0.2,0,0.2,537600,80,46,sports,average motion,0,56.34817188
178,1.0333,0,0,36.773,1680.8,0,2,0,691,0,618,0,0,2,0.18126943,0,618,618,0.2,0,0.8,430848,80,46,sports,average motion,0,66.79553662
179,1.0333,0,0,37.0276,1789.8,0,2,0,691,0,618,0,0,2,0.18126943,0,618,618,0.4,0,0.8,534528,80,46,sports,average motion,0,58.91737819
180,1.2,1,0.26667,37.1764,1919.8,0.26667,3,0,691,0,628.6666667,0,0.087209049,3,0.261627146,0.025977188,628.6666667,628.6666667,0.194804562,0,0.779218249,534528,80,46,sports,average motion,0,66.9252927
181,1.0333,0,0,37.5009,2028.8,0,3,0,691,0,628.6666667,0,0,3,0.271904145,0,628.6666667,628.6666667,0.2,0,0.8,648960,80,46,sports,average motion,0,72.57171151
182,1.5333,0,0,35.8297,1157.2,0,0,1,0,-691,0,-691,0,1,0.086705453,0,691,-691,0.2,0,0.2,314880,80,46,sports,average motion,0,63.60388895
183,1.5333,0,0,36.9095,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,345600,80,46,sports,average motion,1,63.13288306
184,1.2667,0,0,36.9095,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,345600,80,46,sports,average motion,1,72.69401477
185,1.2667,0,0,37.9682,2146,0,1,0,545,0,545,0,0,1,0.088757134,0,545,545,0.8,0,1,784896,80,46,sports,average motion,0,67.34002785
186,1.3,0,0,38.117,2276,0,2,0,650,0,597.5,0,0,2,0.17699115,0,597.5,597.5,0.2,0,1,784896,80,46,sports,average motion,0,74.84751776
187,1.2667,0,0,38.4513,2536,0,2,0,650,0,597.5,0,0,2,0.177514268,0,597.5,597.5,0.6,0,1,784896,80,46,sports,average motion,0,79.66544688
188,2.0333,1,0.46667,36.2006,1404.4,0.46667,0,2,0,-691,0,-618,0.08,2,0.16,0.04458903,618,-618,0.191082194,0,0.382164388,413952,80,46,sports,average motion,0,68.23762439
189,1.9,2,0.38333,36.4942,1542.6,0.73333,1,3,691,-691,691,-642.3333333,0.157894321,4,0.315788643,0.071210306,654.5,-309,0.185757939,0,0.557273816,422400,80,46,sports,average motion,0,53.67137109
190,1.9333,2,0.43333,36.9881,1789.8,0.56667,1,3,1236,-691,1236,-593.6666667,0.15625,4,0.3125,0.079757424,754.25,-136.25,0.36809703,0,0.736194061,534528,80,46,sports,average motion,0,61.14396669
191,1.5333,2,1.3,37.2318,1898.8,1.3333,1,1,691,-1236,691,-1236,0.141509768,2,0.141509768,0.206349206,963.5,-272.5,0.476190476,0,0.634920635,648960,80,46,sports,average motion,0,48.62910767
192,1.7333,0,0,39.1959,3183.2,0,0,1,0,-1391,0,-1391,0,1,0.085227515,0,1391,-1391,0.2,0,1,1115136,80,46,sports,average motion,0,79.82225073
193,1.7667,1,0.066667,39.1959,3183.2,0.066667,0,1,0,-1391,0,-1391,0.08450728,1,0.08450728,0.006615938,1391,-1391,0.198676812,0,0.993384062,1115136,80,46,sports,average motion,0,78.5691958
194,1.7333,4,0.46667,39.4398,3609.6,0.7,0,2,0,-1391,0,-1020.5,0.294117647,2,0.147058824,0.157305738,1020.5,-1020.5,0.505616557,0,0.842694262,1557504,80,46,sports,average motion,0,64.83605547
195,1.7333,4,0.675,39.5886,3739.6,1.1,0,1,0,-1391,0,-1391,0.277136899,1,0.069284225,0.212598425,1391,-1391,0.472440945,0,0.787401575,1557504,80,46,sports,average motion,0,65.56542276
196,1.7667,3,1.0556,39.3763,3778.8,2.3333,0,1,0,-2586,0,-2586,0.200893306,1,0.066964435,0.240502484,2586,-2586,0.607598013,0,0.759497516,1612800,80,46,sports,average motion,0,69.29302641
197,1.7,0,0,40.0589,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2073600,80,46,sports,average motion,1,83.00909067
198,2.5333,4,1.6583,39.9306,4159.6,2.6,0,3,0,-2750,0,-1597,0.208695289,3,0.156521467,0.398800005,1597,-1597,0.120239999,0,0.601199995,1557504,80,46,sports,average motion,0,61.27065419
199,2.5333,4,1.6417,39.6834,4227.4,2.8667,0,4,0,-2041,0,-1334,0.209424084,4,0.209424084,0.396379484,1334,-1334,0.120724103,0,0.603620516,1378176,80,46,sports,average motion,0,62.19162885
200,2.5333,4,2.175,40.1418,4466.4,2.8333,0,4,0,-1534,0,-1197.75,0.188383341,4,0.188383341,0.465240642,1197.75,-1197.75,0.106951872,0,0.534759358,1557504,80,46,sports,average motion,0,60.15258668
201,2,3,3.3556,40.7429,5181.4,4.9333,0,3,0,-1534,0,-1380.333333,0.135951456,3,0.135951456,0.501661957,1380.333333,-1380.333333,0.099667609,0,0.498338043,1806336,80,46,sports,average motion,0,51.36678353
202,2.0667,0,0,41.4893,6073.2,0,0,1,0,-1216,0,-1216,0,1,0.082872699,0,1216,-1216,0.2,0,1,2073600,80,46,sports,average motion,0,77.10655504
203,2,3,2,40.0718,4777.4,3.7333,1,3,1216,-4791,1216,-2184,0.166666667,4,0.222222222,0.375,1942,-1334,0.25,0,0.625,1378176,80,46,sports,average motion,0,65.5676748
204,2,3,2.6,40.5302,5016.4,3.5,1,3,1216,-4141,1216,-2002.333333,0.151515152,4,0.202020202,0.438202247,1805.75,-1197.75,0.224719101,0,0.561797753,1557504,80,46,sports,average motion,0,57.01403039
205,2.0667,1,0.033333,41.9494,6802.8,0.033333,1,1,1216,-1216,1216,-1216,0.082644628,2,0.165289256,0.003318948,1216,0,0.797344842,0,0.996681052,2073600,80,46,sports,average motion,0,85.4383463
206,2.5333,4,1.3167,39.3454,4083.4,2.1667,0,2,0,-4141,0,-2668,0.224719101,2,0.112359551,0.344979596,2668,-2668,0.262008162,0,0.655020404,1007616,80,46,sports,average motion,0,56.6360854
207,2,3,2.1889,39.9455,4911.6,5.3,0,1,0,-5336,0,-5336,0.161579602,1,0.053859867,0.396379484,5336,-5336,0.36217231,0,0.603620516,1209600,80,46,sports,average motion,0,61.07961446
208,2.0667,4,0.20833,42.0776,7046,0.4,0,0,0,0,0,0,0.310077519,0,0,0.076920237,0,0,0.923079763,0,0.923079763,2073600,80,46,sports,average motion,1,74.19020792
209,2.25,4,0.46875,26.2589,224,0.54167,0,0,0,0,0,0,0.283185841,0,0,0.157894737,0,0,0.842105263,0.842105263,0,76800,100,88,nature,smooth motion,1,19.83986249
210,1.2083,0,0,29.4057,751.4,0,2,0,445,0,304,0,0,2,0.178439192,0,304,304,0.6,0,0,237586,100,88,nature,smooth motion,0,54.68792478
211,1.2083,2,4.1667,31.3362,1579.8,7.9167,3,1,2197,-1114,1158,-1114,0.102345241,4,0.204690482,0.454547438,1147,590,0.218181025,0,0.327271537,432530,100,88,nature,smooth motion,0,51.99680609
212,1.25,1,0.125,32.3872,2297.2,0.125,3,1,4762,-638,2012.666667,-638,0.087912088,4,0.351648352,0.012345679,1669,1350,0.197530864,0,0.592592593,556800,100,88,nature,smooth motion,0,66.78662893
213,0.5,0,0,34.5622,3312.4,0,1,0,2938,0,2938,0,0,1,0.095238095,0,2938,2938,0.8,0,0.8,1597440,100,88,nature,smooth motion,0,76.71300319
214,1.3333,0,0,32.7684,2034.4,0,2,0,585,0,557,0,0,2,0.176471107,0,557,557,0.2,0,1,658944,100,88,nature,smooth motion,0,82.04536236
215,1.3333,0,0,33.8086,2611.4,0,3,0,1186,0,766.6666667,0,0,3,0.264706661,0,766.6666667,766.6666667,0.2,0,1,964224,100,88,nature,smooth motion,0,73.02007509
216,2.25,4,1.4271,35.472,4073.4,1.9583,0,4,0,-1362,0,-1058.25,0.222738232,4,0.222738232,0.363393875,1058.25,-1058.25,0.127321225,0,0.636606125,1557504,100,88,nature,smooth motion,0,65.63682184
217,1.75,2,2.0208,35.4006,4435.4,2.7083,0,2,0,-4233,0,-2700,0.126648809,2,0.126648809,0.287835518,2700,-2700,0.427298689,0,0.569731585,1363968,100,88,nature,smooth motion,0,71.3416726
218,1.75,3,3.2361,36.6563,5140,4,0,2,0,-2462,0,-1824,0.139806042,2,0.093204028,0.492599565,1824,-1824,0.304440261,0,0.507400435,1806336,100,88,nature,smooth motion,0,65.67273738
219,1.44,2,2.98,27.2388,1560.2,5.72,2,1,2627,-1245,1591,-1245,0.114942529,3,0.172413793,0.373433584,1475.666667,645.6666667,0.125313283,0,0.37593985,403691,112,144,human,average motion,0,36.32406154
220,1.24,0,0,26.4827,889,0,4,0,719,0,345.5,0,0,4,0.355871886,0,345.5,345.5,0.2,0,0.2,222859,112,144,human,average motion,0,34.91293133
221,6.92,4,0.6,24.6131,333.8,0.76,0,1,0,-504,0,-504,0.207039337,1,0.051759834,0.193548387,504,-504,0.161290323,0.64516129,0,95944,112,144,human,average motion,0,11.68496198
222,1.44,1,0.72,27.612,1346.6,0.72,1,0,1016,0,1016,0,0.082236842,1,0.082236842,0.067164179,1016,1016,0.559701493,0,0.559701493,280476,112,144,human,average motion,0,39.84898893
223,1.08,0,0,27.3772,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307200,112,144,human,average motion,1,40.03860291
